Database,Item Type,Publication Year,Title,Venue,Venue Rank,Abstract,Keywords,Found In Group1,Found In Group2,Duplicate
Scopus,journalPaper,2024,Enhancing music rhythmic perception and performance with a VR game,VRS - Virtual Reality,B,"This study analyzes the effect of using a virtual reality (VR) game as a complementary tool to improve users’ rhythmic performance and perception in a remote and self-learning environment. In recent years, remote learning has gained importance due to various everyday situations; however, the effects of using VR in such situations for individual and self-learning have yet to be evaluated. In music education, learning processes are usually heavily dependent on face-to-face communication with a teacher and are based on a formal or informal curriculum. The aim of this study is to investigate the potential of gamified VR learning and its influence on users’ rhythmic sensory and perceptual abilities. We developed a drum-playing game based on a tower defense scenario designed to improve four aspects of rhythmic perceptual skills in elementary school children with various levels of music learning experience. In this study, 14 elementary school children received Meta Quest 2 headsets for individual use in a 14-day individual training session. The results showed a significant increase in their rhythmical skills through an analysis of their rhythmic performance before and after the training sessions. In addition, the experience of playing the VR game and using the HMD setup was also assessed, highlighting some of the challenges of currently available affordable headsets for gamified learning scenarios. © The Author(s) 2024.",E-learning; Music theory; Virtual reality,Abstract_Keywords,True,
Scopus,journalPaper,2024,The effect of virtual reality interventions on reducing pain intensity in chronic pain patients: a systematic review,VRS - Virtual Reality,B,"The use of virtual reality (VR) for the management of chronic pain is an intriguing topic. Given the abundance of VR stuies and the numerous opportunities presented by this technology in healthcare, a systematic review that focuses on VR and its applications in chronic pain is necessary to shed light on the various modalities available and their actual effectiveness. This systematic review aims to explore the efficacy of reducing pain and improving pain management through CR interventions for people suffering from chronic pain. Following the PRISMA guidelines, data collection was conducted between December 2020 and February 2021 from the following databases: Cochrane Evidence, JSTOR, Science Direct, PubMed Medline, PubMed NIH, Springer Link, PsychNET, PsychINFO - OVID and PsycARTICLES, Wiley Online Library, Web of Science, ProQuest - MEDLINE®, Sage Journals, NCBI – NLM catalog, Medline OVID, Medline EBSCO, Oxford Handbooks Online, PSYNDEX OVID, Google Scholar. Seventeen articles were included in the qualitative synthesis. Our results highlight that VR interventions, on a global scale, lead to an improvement in pain-related variables, particularly in reducing pain intensity. However, the analyzed articles vary significantly, making them challenging to compare. Future studies could focus on specific types of VR interventions to reduce heterogeneity and conduct a more specific analysis. In conclusion, VR interventions have demonstrated their validity and adaptability as a method for managing chronic pain. Nevertheless, further studies are needed to delve into the various categories of VR interventions in more detail. © The Author(s) 2024.",Adult; Chronic pain; Pain; Pain management; Virtual reality; VR,Title_Abstract_Keywords,True,
Scopus,journalPaper,2024,Not just cybersickness: short-term effects of popular VR game mechanics on physical discomfort and reaction time,VRS - Virtual Reality,B,"Uncomfortable sensations that arise during virtual reality (VR) use have always been among the industry’s biggest challenges. While certain VR-induced effects, such as cybersickness, have garnered a lot of interest from academia and industry over the years, others have been overlooked and underresearched. Recently, the research community has been calling for more holistic approaches to studying the issue of VR discomfort. Focusing on active VR gaming, our article presents the results of two user studies with a total of 40 participants. Incorporating state-of-the-art VR-specific measures (the Simulation Task Load Index—SIM-TLX, Cybersickness Questionnaire—CSQ, Virtual Reality Sickness Questionnaire—VRSQ) into our methodology, we examined workload, musculoskeletal discomfort, device-related discomfort, cybersickness, and changes in reaction time following VR gameplay. Using a set of six different active VR games (three per study), we attempted to quantify and compare the prevalence and intensity of VR-induced symptoms across different genres and game mechanics. Varying between individuals, as well as games, the diverse symptoms reported in our study highlight the importance of including measures of VR-induced effects other than cybersickness into VR gaming user studies, while questioning the suitability of the Simulator Sickness Questionnaire (SSQ)—arguably the most prevalent measure of VR discomfort in the field—for use with active VR gaming scenarios. © The Author(s) 2024.",Cybersickness; Discomfort; Reaction time; User studies; VR game mechanics; VR gaming; Workload,Abstract,True,
Scopus,journalPaper,2024,Design and emotional responses: is there coherence between what is said and what is felt? A study using biofeedback and virtual reality,VRS - Virtual Reality,B,"Identifying users’ experience when using products is one of the major challenges for design. Analyzing users’ psychophysiological reactions to an experience using biofeedback can produce more reliable results than using subjective evaluations, such as structured interviews and questionnaires. Two case studies were conducted to identify emotions users actually felt and to check whether there is some correspondence with what they reported after using two computational systems. The first system investigated users’ emotions during training on a vehicle driving simulator, and the second analyzed the emotions experienced during a car racing game, both in a virtual reality environment. User’s opinions about their emotional state were obtained using self-report techniques (using the Geneva Emotions Wheel—GEW and Positive and Negative Affective Schedule—PANAS questionnaires) and applying EEG (brain activity with Frontal Alpha Asymmetry Index—FAAI) and infrared thermography (facial thermograms). The training experiment presented the greater concordance between the psychophysiological and the self-report responses. Results evidenced the importance of undertaking multimodal studies in design research to determine users’ emotional experiences in a virtual reality context. © The Author(s) 2024.",Emotion; Game design; Infrared thermography; Psychophysiological aspects; Simulator; User experience,Title_Abstract,True,
Scopus,journalPaper,2024,Neurophysiological evidence for the overview effect: a virtual reality journey into space,VRS - Virtual Reality,B,"The Overview Effect is a complex experience reported by astronauts after viewing Earth from space. Numerous accounts suggest that it leads to increased interconnectedness to other human beings and environmental awareness, comparable to self-transcendence. It can cause fundamental changes in mental models of the world, improved well-being, and stronger appreciation of, and responsibility for Earth. From a cognitive perspective, it is closely linked to the emotion of awe, possibly triggered by the overwhelming perceived vastness of the universe. Given that most research in the domain focuses on self-reports, little is known about potential neurophysiological markers of the Overview Effect. In the experiment reported here, participants viewed an immersive Virtual Reality simulation of a space journey while their brain activity was recorded using electroencephalography (EEG). Post-experimental self-reports confirmed they were able to experience the Overview Effect in the simulated environment. EEG recordings revealed lower spectral power in beta and gamma frequency bands during the defining moments of the Overview Effect. The decrease in spectral power can be associated with reduced mental processing, and a disruption of known mental structures in this context, thereby providing more evidence for the cognitive effects of the experience. © The Author(s) 2024.",Awe; EEG; Overview effect; Virtual reality,Title_Abstract_Keywords,True,
Scopus,journalPaper,2024,The effect of distance on audiovisual temporal integration in an outdoor virtual environment,VRS - Virtual Reality,B,"In this study, we explore the influence of stimulus distance on human tolerance for (physical) asynchronies in virtual reality (VR). A repeated audiovisual (AV) stimulus with sound and light bursts was presented to the participants in an outdoor virtual environment (VE) using a head-mounted display (HMD). The investigation focused on quantifying the point of subjective simultaneity (PSS) for both visual and auditory stimuli. A synchrony judgment method (SJ-3) was used for 11 stimulus onset asynchronies (SOA) and five egocentric distances from 10 m up to 50 m with 10 m increments. The data analysis showed negative PSS values that decreased with distance, resulting in a negative slope (-3 ms/m) of the regression line between PSS values and simulated distances. In contrast to the recent study conducted in the indoor VE, we conclude that the presented study in the outdoor VE does not incorporate a distance compensation mechanism and refutes the hypothesis of an ‘implicit estimation’ of sound-arrival time. The reasons behind the observed contrast are discussed in this paper. Moreover, the negative slope of the regression line (−3 ms/m) is similar to previous research, concluding that there is a temporal integration of auditory-visual information within human neural processes without distance compensation. © The Author(s) 2024.",Audiovisual and temporal integration; Multisensory perception; Synchrony judgements; Virtual reality,Abstract_Keywords,True,
Scopus,journalPaper,2024,Adoption of immersive-virtual reality as an intrinsically motivating learning tool in parasitology,VRS - Virtual Reality,B,"Veterinary parasitology is study of parasitic diseases, treatment and prevention. It is a major component of animal health courses due to impacts parasites have on production and companion animals. Extant tertiary education in parasitology typically involves theory sessions coupled with practical experience. In this study we propose tertiary parasitology teaching would be enhanced through adoption of immersive Virtual Reality (I-VR) as an intrinsically motivating learning tool to complement their studies. To evaluate this adoption, a custom I-VR parasitology game was developed that tertiary veterinary science students experienced (n = 109), with feedback assessed using the Hedonic-Motivation System Adoption Model (HMSAM). HMSAM proved appropriate for measuring student’s hedonistic and utilitarian perspectives of I-VR experience with perceived ease of use, perceived usefulness, joy, ability to control, immersion levels and intention to use displaying significant positive relationships in derived model. However, in a departure from similar studies, the curiosity construct was not a useful predictor of intention to use in this context of a scaffolded, instructional application. This study highlights suitability of I-VR and provides a statistically robust evaluation method using a modified HMSAM to evaluate acceptance, usefulness, and ease of use of I-VR in tertiary education. © The Author(s) 2024.",HMSAM; Immersive; Immersive virtual reality; Motivation; Parasitology; Quantitative; SEM,Title_Abstract_Keywords,True,
Scopus,journalPaper,2024,Virtual reality based rehabilitation in adults with chronic neck pain: a systematic review and meta-analysis of randomized clinical trials,VRS - Virtual Reality,B,"Chronic neck pain is one of the most frequent musculoskeletal disorders, with high prevalence worldwide. Rehabilitation is an essential component of therapeutic strategy. Virtual reality based rehabilitation (VRBR) is a powerful distraction technique that could be beneficial for chronic neck pain patients. The objective of this systematic review was to analyse the effectiveness of VRBR in chronic neck pain treatment. We followed the PRISMA guidelines and used four databases (CINAHL, Medline (Via PubMed), Scopus and Web of Science) from their inception to August 2023. Eligibility criteria were established using PICOS. Methodological quality was evaluated with the Downs and Black scale and the risk of bias with the Revised Cochrane risk-of-bias tool. The meta-analysis was performed using the RevMan software. Six studies were included in the systematic review and the meta-analysis. We observed significant differences in favour of VRBR for pain intensity (SMD = − 0.46; 95% CI = − 0.74, − 0.19; p = 0.001), disability (MD = − 2.84; 95% CI = − 4.23, − 1.45; p < 0.0001), global perceived effect (MD = 0.49; 95% CI = 0.25, 0.72; p < 0.0001) and patient satisfaction (MD = 0.62; 95% CI = 0.38, 0.86; p < 0.00001). However, at short-term follow-up significant differences were only obtained for disability (MD = − 3.52; 95% CI = − 5.85, − 1.20; p = 0.003). VRBR can significantly improve pain intensity, disability, global perceived effect and patient satisfaction. The small number of articles included in the analysis is a limitation, even considering the good methodological quality of these studies. Investigating the effects of VRBR on mid and long-term follow-up and exploring different types of VR are needed. PROSPERO database, registration number ID: CRD42020222129. © The Author(s) 2024.",Chronic neck pain; Disability; Physical therapy; Rehabilitation; Virtual reality,Title_Abstract_Keywords,True,
Scopus,journalPaper,2024,Enhancing hand-object interactions in virtual reality for precision manual tasks,VRS - Virtual Reality,B,"The realism and immersion of Virtual Reality (VR) experiences depend on the quality of interactions between the virtual hand and virtual objects. The current drawbacks, such as seemingly artificial hand-object interactions and erratic post-collision behaviors of both virtual objects and the virtual hand, curtail the effectiveness of VR in tasks requiring precise manipulation, precluding sustained and successful adoption of VR in precision manual tasks. To address these limitations, we advocate a strategic approach across three related domains: (1) Developing a sufficiently realistic virtual hand model (i.e., a set of rigid bodies or deformable meshes) that can implement the complex movements of a biological hand. (2) Exploiting synergistic patterns of multi-digit motion and contact forces revealed by research on neuroscience, psychophysics, and manual actions to develop hand-object collision handling algorithms. (3) Implementing seamless and fluid releases of whole-hand virtual grasps, especially involving complex grasps and in-hand manipulation tasks. This article explores various aspects of virtual grasping that go beyond traditional physics simulations, proposing innovative solutions to overcome technical barriers across these domains. © The Author(s) 2024.",Collision detection; Collision handling; Grasping; Haptic-free VR; Haptics; Interpenetration; Manipulating virtual object; Multi-digit motion; Object release,Title_Abstract,True,
Scopus,journalPaper,2024,Training transfer validity of virtual reality simulator assessment,VRS - Virtual Reality,B,"This study utilises computer-based simulations to explore the transfer effects of competency training in maritime education, addressing the current lack of research on their transferability to real-world scenarios. The research explores the accuracy of procedural knowledge assessment using virtual reality (VR), positing that head-mounted display (HMD) VR offers stronger concurrent validity through training transfer measures than 3D desktop VR. This is evaluated by regression on a training transfer condition. It also investigates motivation’s influence on training transfer and the regression model of this relationship. Fifteen marine engineering students were divided into two experimental groups using 3D desktop VR and HMD VR systems, with eight experts in the control group. The students had previously received traditional lecture-based instruction and were given practical training using a 2D desktop simulator in the same scenario as in the VR treatment and in the training transfer condition. The ANCOVA design experiment involved two levels of technical immersion before the operation of real-life equipment. Neither technical immersion nor expertise level as independent variables were found to have a significant effect in the relationship of the assessment predicting the training transfer. The direct relationship was significant (R2adj = 0.436) and further analysed with the influence of motivation, resulting in a moderation model with a decent effect size (R2 = 0.740). Based on these findings, we can infer that both types of VR simulations used for assessment demonstrate concurrent validity in predicting real-life performance before we discuss and define the characteristics of the observed transfer according to theory. © The Author(s) 2024.",Computer-Based Simulation; Experimental Design; Marine Engineering; Maritime Education and Training; Simulator Training and Assessment; Training Transfer,Title_Abstract,True,
Scopus,journalPaper,2024,Unlocking the potential of virtual reality to expand treatment frontiers for bulimia nervosa: a pilot study to explore the impact of virtual reality-enhanced cognitive-behavioral therapy,VRS - Virtual Reality,B,"The primary objective of this study is to assess the efficacy of a Virtual Reality (VR) intervention when compared to an integrated multimodal medically managed Inpatient Program (IP) in a cohort of 24 female patients diagnosed with Bulimia Nervosa (BN). Psychological measures (i.e., EDI-2) were assessed at three points: pre-treatment, post-treatment, and at 1-month follow-up. Behavioral measures (i.e., BMI) were evaluated at 6 different time points, instead (i.e., pre-treatment, post-treatment, 3, 6, 9, and 12 months from the discharge date). The VR treatment was more effective in improving the EDI subscales EDI-DT (i.e., drive for thinness) and EDI-BU (i.e., binging-purging behaviors). In particular, patients in the VR condition showed a reduced EDI-BU score at 1-month follow-up and post-test in comparison to the pre-test, as well as a lower EDI-DT score at 1-month follow-up compared to the pre-test. Conversely, no significant changes were noted in the IP group for either subscale. Regarding the behavioral measures, the group undergoing the VR condition reported the maintenance of the BMI in the long term compared to the IP. Specifically, in the VR group BMI decreased from the pre- to post-test, and from the pre-test to the 12-month follow-up. In the IP group, BMI improved from the pre- to the post-test, and from the pre-test to the 12-month follow-up. However, a relapse pattern was observed in the IP condition during the follow-up period, with a significant BMI increase from the post-test to the 9-month follow-up, from the 3 to the 9-month follow-up, from the 6 to the 9-month follow-up, and a decrease of BMI between the 9 and the 12-month follow-up. In conclusion, these results suggest that integrating VR treatment into the care of individuals with BN could enhance both immediate and sustained treatment outcomes. This may offer valuable insights for future studies to expand and delve deeper into the field of EDs. © The Author(s) 2024.",Allocentric Lock Theory; Body Image; Body Memory; Bulimia Nervosa; Eating Disorder; Virtual Reality,Title_Abstract_Keywords,True,
Scopus,journalPaper,2024,"Multisensory experiences of affective touch in virtual reality enhance engagement, body ownership, pleasantness, and arousal modulation",VRS - Virtual Reality,B,"When engaging in physical contact, our emotional response hinges not only on the nuanced sensory details and the receptive properties of the skin but also on contextual cues related to the situation and interpersonal dynamics. The consensus is that the nature of the affective interactive experience in social touch is shaped by a combination of ascending, C-tactile (CT) afferents mediated somatosensory information, and modulatory, top-down information. The question we pose here is whether, in the absence of somatosensory input, multisensory cues alone can suffice to create a genuinely pleasant, authentic, and engaging experience in virtual reality. The study aims to explore how affective touch is perceived in immersive virtual environments, considering varied social norms in neutral settings or settings like a physiotherapy room where the touch provider is a healthcare professional. We conducted an experiment with 58 male and female healthy adults, where we employed a within-group counterbalanced design featuring two factors: (a) visuo-tactile affective touch, and (B) visual-only affective touch. Findings, drawn from questionnaires and collected physiological data, shed light on how contextual factors influence implicit engagement, self-reported embodiment, co-presence, as well as the perceived realism and pleasantness of the touch experience. Our findings, in line with the literature, indicate that to experience the advantages of touch in immersive virtual worlds, it is essential to incorporate haptic feedback, as depending solely on visual input may not be adequate for fully realising the optimal benefits of interpersonal touch. Furthermore, in contradiction with our hypothesis, a less ambiguous context (specifically, the physiotherapy room and touch from a physiotherapist) is not linked to heightened touch pleasantness. © The Author(s) 2024.",Affective touch; Copresence; Mediated touch; Social virtual reality; Virtual embodiment,Title_Abstract_Keywords,True,
Scopus,journalPaper,2024,Virtual reality: towards a better prediction of full body illusion — a mediation model for healthy young women,VRS - Virtual Reality,B,"The application of advanced embodied technologies, particularly virtual reality (VR), has been suggested as a means to induce the full-body illusion (FBI). This technology is employed to modify different facets of bodily self-consciousness, which involves the sense of inhabiting a physical form, and is influenced by cognitive inputs, affective factors like body dissatisfaction, individual personality traits and suggestibility. Specifically, VR-based Mirror Exposure Therapies are used for the treatment of anorexia nervosa (AN). This study aims to investigate whether the “Big Five” personality dimensions, suggestibility, body dissatisfaction and/or body mass index can act as predictors for FBI, either directly or acting as a mediator, in young women of similar gender and age as most patients with AN. The FBI of 156 healthy young women immersed in VR environment was induced through visuomotor and visuo-tactile stimulations, and then assessed using the Avatar Embodiment Questionnaire, comprising four dimensions: Appearance, Ownership, Response, and Multi-Sensory. Data analysis encompassed multiple linear regressions and SPSS PROCESS macro’s mediation model. The findings revealed that the “Big Five” personality dimensions did not directly predict FBI in healthy young women, but Openness to experience, Agreeableness, and Neuroticism exerted an indirect influence on some FBI components through the mediation of suggestibility. © The Author(s) 2024.",Anorexia nervosa; Body dissatisfaction; Eating disorders; Embodiment; Full body ownership illusion; Personality; Suggestibility; Virtual reality exposure,Title_Abstract_Keywords,True,
Scopus,journalPaper,2024,Enabling personalized VR experiences: a framework for real-time adaptation and recommendations in VR environments,VRS - Virtual Reality,B,"The personalization of user experiences through recommendation systems has been extensively explored in Internet applications, but this has yet to be fully addressed in Virtual Reality (VR) environments. The complexity of managing geometric 3D data, computational load, and natural interactions poses significant challenges in real-time adaptation in these immersive experiences. However, tailoring VR environments to individual user needs and interests holds promise for enhancing user experiences. In this paper, we present Virtual Reality Environment Adaptation through Recommendations (VR-EAR), a framework designed to address this challenge. VR-EAR employs customizable object metadata and a hybrid recommendation system modeling implicit user feedback in VR environments. We utilize VR optimization techniques to ensure efficient performance. To evaluate our framework, we designed a virtual store where product locations dynamically adjust based on user interactions. Our results demonstrate the effectiveness of VR-EAR in adapting and personalizing VR environments in real time. domains. © The Author(s) 2024.",E-commerce; Recommendation systems; Virtual reality; Virtual shopping,Abstract_Keywords,True,
Scopus,journalPaper,2024,Phone-based virtual exploration of green space increases positive affect in students with test anxiety: a pre-post experimental study with qualitative insights,VRS - Virtual Reality,B,"Nature confers a host of benefits including recovering from stress, replenishing attentional resources, improving mood, and decreasing negative thinking. Virtual nature, i.e. exposure to natural environments through technological means, has proven to also be efficacious in producing benefits, although more limitedly. Previous studies with immersive virtual reality with university students have shown that one bout of virtual nature can reduce negative affect in students with high test anxiety and can reduce feeling of worry and panic after several weeks of daily exposure. The present study aimed at replicating the effect of one bout of virtual nature on affect and extend it to cognition in a sample of university students with different levels of test anxiety. An inexpensive goggle + phone apparatus was utilized and the one bout of virtual nature was self-administered. 48 university students took part in the study, randomized between viewing a 360 degrees video of nature or of an urban environment. They completed the Positive and Negative Affect Schedule and the Cognitive Reflection Test before and after the exposure to the virtual environments and responded to open-ended questions about their experience of the intervention. Results showed improvements in positive affect in students with higher anxiety were obtained in the nature condition, no other effects were found. Qualitative appraisal indicated that participants in the nature condition felt more relaxed and focused, however the technical issues were detrimental to the benefits. In conclusion one bout of virtual nature could support students with higher test anxiety when confronted with examinations. © The Author(s) 2024.",Affect; Attention restoration; Nature benefits; Stress recovery; Test anxiety; Virtual reality,Abstract_Keywords,True,
Scopus,journalPaper,2024,Usability and user expectations of a HoloLens-based augmented reality application for learning clinical technical skills,VRS - Virtual Reality,B,"The application of augmented reality in training health science students is increasingly widespread. The aim of this work was to assess the usability and user expectations of an augmented reality application for smart glasses (Microsoft HoloLens) that can be used to train on four invasive procedures (i.e. intramuscular injection, nasogastric tube insertion, endotracheal intubation and suctioning via tracheostomy tube). A descriptive study was conducted with nursing students from three Spanish universities. Participants answered a questionnaire to assess the use of the ARSim2care application. This application offers the possibility of visualizing the internal anatomical structures during the training of the clinical technical skills for the performance of the mentioned invasive techniques. The questionnaire included demographic data, the System Usability Scale and questions about the user expectations in relation to learning with the use of augmented reality. In total, 61 participants responded to the questionnaire after using the ARSim2care application. The mean score of the System Usability Scale was 73.15 (standard deviation: 15.04) and 62.4% (n = 38) of the participants considered their experience with the application as excellent or good. In relation to user expectations, more than 90% of students indicated that the use of the application could improve their motivation and stimulation in learning, their content retention and their anatomical understanding. The developed ARSim2care application for Microsoft HoloLens showed a high level of usability and acceptance as a learning tool for training certain clinical procedures by visualizing the internal structures of the body. © The Author(s) 2024.",Academic training; Augmented reality; Clinical skills; HoloLens; Invasive procedures; Medical students; Nursing students,Title_Abstract_Keywords,True,
Scopus,journalPaper,2024,Effects of cybersickness mitigation methods on behavior: a comparative study based on the skill–rule–knowledge model,VRS - Virtual Reality,B,"Cybersickness (CS) is a pressing issue in virtual reality (VR) systems. While various mitigation methods (MMs) have been developed to counteract CS, their effects on human behavior remain largely unexplored, raising concerns about their potential applications. Using Jens Rasmussen’s skill–rule–knowledge (SRK) model as a framework, our study investigated the effects of two widely adopted MMs—dynamic field of view and dynamic blurring—in VR. We compared these methods to a baseline condition where no MM was applied. We designed three VR tasks that align with the behavioral levels of the SRK model. In a within-subject study (N = 22), participants completed each task using these MMs. We measured task performance, CS symptoms, and locomotion control. Additionally, qualitative feedback was collected. Our results revealed that neither MM significantly alleviated CS across different VR scenarios. Furthermore, while some participants found MMs helpful, a larger portion reported visual hindrances, and a significant performance drop was measured in the skill-based task. More critically, participants indicated behavioral adaptations in response to the MMs, including changes in locomotion strategies and viewing behavior. Potential causes and implications were discussed. In conclusion, MMs offer promise, but their application necessitates a nuanced understanding of their impacts. We recommend a context-sensitive approach when designing and integrating MMs, prioritizing both maximizing CS mitigation and minimizing interference with the natural behaviors of users. © The Author(s) 2024.",Cybersickness; Human factors; Mitigation methods; Virtual reality,Abstract_Keywords,True,
Scopus,journalPaper,2024,"Evaluation of visual, auditory, and olfactory stimulus-based attractors for intermittent reorientation in virtual reality locomotion",VRS - Virtual Reality,B,"In virtual reality, redirected walking (RDW) enables users to stay within the tracking area while feeling that they are traveling in a virtual space that is larger than the physical space. RDW uses a visual attractor to the user’s sight and scene manipulation for intermittent reorientation. However, repeated usage can hinder the virtual world immersion and weaken the reorientation performance. In this study, we propose using sounds and smells as alternative stimuli to draw the user’s attention implicitly and sustain the attractor’s performance for intermittent reorientation. To achieve this, we integrated visual, auditory, and olfactory attractors into an all-in-one stimulation system. Experiments revealed that the auditory attractor caused the fastest reorientation, the olfactory attractor induced the widest angular difference, and the attractor with the combined auditory and olfactory stimuli induced the largest angular speed, keeping users from noticing the manipulation. The findings demonstrate the potential of nonvisual attractors to reorient users in situations requiring intermittent reorientation. © The Author(s) 2024.",Attractor; Auditory; Multi-modality; Olfactory; Redirected walking; Virtual reality,Title_Abstract_Keywords,True,
Scopus,journalPaper,2024,The geometry of the vergence-accommodation conflict in mixed reality systems,VRS - Virtual Reality,B,"Mixed reality technologies, such as virtual (VR) and augmented (AR) reality, present promising opportunities to advance education and professional training due to their adaptability to diverse contexts. Distortions in the perceived distance in such mediated conditions, however, are well documented and have imposed nontrivial challenges that complicate and limit transferring task performance in a virtual setting to the unmediated reality (UR). One potential source of the distance distortion is the vergence-accommodation conflict—the discrepancy between the depth specified by the eyes’ accommodative state and the angle at which the eyes converge to fixate on a target. The present study involved the use of a manual pointing task in UR, VR, and AR to quantify the magnitude of the potential depth distortion in each modality. Conceptualizing the effect of vergence-accommodation offset as a constant offset to the vergence angle, a model was developed based on the stereoscopic viewing geometry. Different versions of the model were used to fit and predict the behavioral data for all modalities. Results confirmed the validity of the conceptualization of vergence-accommodation as a device-specific vergence offset, which predicted up to 66% of the variance in the data. The fitted parameters indicate that, due to the vergence-accommodation conflict, participants’ vergence angle was driven outwards by approximately 0.2°, which disrupted the stereoscopic viewing geometry and produced distance distortion in VR and AR. The implications of this finding are discussed in the context of developing virtual environments that minimize the effect of depth distortion. © The Author(s) 2024.",Augmented reality; Depth perception; Manual pointing; Vergence-accommodation conflict; Virtual reality,Title_Abstract_Keywords,True,
Scopus,journalPaper,2024,"Replicating outdoor environments using VR and ambisonics: a methodology for accurate audio-visual recording, processing and reproduction",VRS - Virtual Reality,B,"This paper introduces a methodology tailored to capture, post-process, and replicate audio-visual data of outdoor environments (urban or natural) for VR experiments carried out within a controlled laboratory environment. The methodology consists of 360∘ video and higher order ambisonic (HOA) field recordings and subsequent calibrated spatial sound reproduction with a spherical loudspeaker array and video played back via a head-mounted display using a game engine and a graphical user interface for a perceptual experimental questionnaire. Attention was given to the equalisation and calibration of the ambisonic microphone and to the design of different ambisonic decoders. A listening experiment was conducted to evaluate four different decoders (one 2D first-order ambisonic decoder and three 3D third-order decoders) by asking participants to rate the relative (perceived) realism of recorded outdoor soundscapes reproduced with these decoders. The results showed that the third-order decoders were ranked as more realistic. © The Author(s) 2024.",Ambisonics; Decoder equalisation; Perceptual evaluation; Virtual reality,Keywords,True,
Scopus,journalPaper,2024,Analysis of MR–VR tele-operation methods for legged-manipulator robots,VRS - Virtual Reality,B,"The development of immersive technologies in recent years has facilitated the control and execution of tasks at a high level of complexity in robotic systems. On the other hand, exploration and manipulation tasks in unknown environments have been one of the main challenges in search and rescue (SAR) robotics. Due to the complexity and uncertainty involved in autonomous manipulation tasks in unstructured environments, these are usually tele-operated initially. This article addresses a comparative study between Mixed Reality (MR—Hololens) and Virtual Reality (VR—HTC-Vive) methods for teleoperating legged-manipulator robots in the context of search and rescue. For this purpose, a teleoperation robotics method was established to address the comparison, developing VR–MR interfaces with the same contextualization and operational functionality for mission management and robot control of a robotic set composed of a quadrupedal robot equipped with a 6 degrees of freedom (6DoF) manipulator, by a user using hand gestures. A set of metrics is proposed for the comparative evaluation of the interfaces considering parameters that allow analyzing operability in the context of the mission (latencies, physical parameters of the equipment, etc.), as well as from the aspect of operator performance (required training, confidence levels, etc.). The experimental phase was conducted using both on-site and remote operations to evaluate and categorize the advantages and disadvantages of each method. © The Author(s) 2024.",Legged-manipulator robot; Mixed reality; Quadruped robot; ROS; Search and rescue; Virtual reality,Abstract_Keywords,True,
Scopus,journalPaper,2024,Using attentional guidance methods in virtual reality laboratories reduces students’ cognitive load and improves their academic performance,VRS - Virtual Reality,B,"Learning in virtual reality laboratories (VR labs) has become an important method in experimental teaching but can increase individuals’ cognitive load compared with traditional laboratories. This study analysed the effect of introducing an attentional guidance mechanism into a VR lab on students’ cognitive load and academic performance. We designed and developed two VR labs, one with and one without this attentional guidance stimulus (a 3D yellow arrow). A quasi-experimental design was adopted, and the data obtained were analysed using one-way ANOVA and linear regression. The experiment was conducted with 80 students majoring in digital media art at two universities. The results indicated that the students in the VR lab with the attentional guidance mechanism included exhibited lower cognitive load and higher academic performance than the control group. The regression analyses revealed that cognitive load negatively predicted learning outcomes; that is, academic performance improved as cognitive load decreased. In conclusion, as VR labs are increasingly used in education, supplementing them with attentional guidance stimuli can improve students’ academic performance by reducing their cognitive load. © The Author(s) 2024.",Academic performance; Attentional guidance; Cognitive load; Virtual reality lab,Title_Abstract_Keywords,True,
Scopus,journalPaper,2024,"Behavioral intention, perception and user assessment in an immersive virtual reality environment with CFD simulations",VRS - Virtual Reality,B,"This study explores technology acceptance, perception and user assessment of an immersive virtual reality environment with computational fluid dynamics simulations in engineering education. 57 participants from three different institutions tested the virtual reality application. Partial least squares structural equation modeling and interferential statistics were performed to predict and assess interrelations among constructs. Results show that the learning value, content value, intrinsic motivation and personal innovativeness are underlying factors behind students’ intention to use virtual reality. Pair-wise analysis indicates that users’ perceptions matter and positively affect their attitudes. In addition, the virtual reality application helps students perform significantly better in the post-knowledge test. Findings also highlight that prior experience and interest can affect students’ attitudes and behavioral intentions to accept the virtual reality application in education. Our study can guide lecturers and developers to achieve on-target immersive virtual reality learning environments in higher education. © The Author(s) 2024.",Assessment; Computational fluid dynamics; Immersive learning; Technology acceptance; Virtual reality,Title_Abstract_Keywords,True,
