Database,Item Type,Publication Year,Title,Venue,Venue Rank,Abstract,Keywords,Found In Group1,Found In Group2,Duplicate
Scopus,conferencePaper,2017,The effect of avatar realism in immersive social virtual realities,VRST - Virtual Reality Software and Technology,A,"This paper investigates the effect of avatar realism on embodiment and social interactions in Virtual Reality (VR). We compared abstract avatar representations based on a wooden mannequin with high fidelity avatars generated from photogrammetry 3D scan methods. Both avatar representations were alternately applied to participating users and to the virtual counterpart in dyadic social encounters to examine the impact of avatar realism on self-embodiment and social interaction quality. Users were immersed in a virtual room via a head mounted display (HMD). Their full-body movements were tracked and mapped to respective movements of their avatars. Embodiment was induced by presenting the users' avatars to themselves in a virtual mirror. Afterwards they had to react to a non-verbal behavior of a virtual interaction partner they encountered in the virtual space. Several measures were taken to analyze the effect of the appearance of the users' avatars as well as the effect of the appearance of the others' avatars on the users. The realistic avatars were rated significantly more human-like when used as avatars for the others and evoked a stronger acceptance in terms of virtual body ownership (VBO). There also was some indication of a potential uncanny valley. Additionally, there was an indication that the appearance of the others' avatars impacts the self-perception of the users.",avatars; lifelike; social interaction; virtual reality,Abstract_Keywords,TRUE,
Scopus,conferencePaper,2017,Effects of virtual arm representations on interaction in virtual environments,VRST - Virtual Reality Software and Technology,A,"Many techniques for visualization and interaction that potentially increase user performance have been studied in the growing field of virtual reality. However, the effects of virtual-arm representations on users' performance and perception in selection tasks have not been studied before. This paper presents the results of a user study of three different representations of the virtual arm: ""hand only,"" ""hand+forearm,"" and ""whole arm"" which includes the upper arm. In addition to the representations' effects on performance and perception in selection tasks, we investigate how the users' performance changes depending on whether collisions with objects are allowed or not. The relationship between the virtual-arm representations and the senses of agency and ownership are also explored. Overall, we found that the ""whole arm"" condition performed worst.",3D interaction; natural hand interaction; selection performance; virtual arm; virtual reality,Abstract_Keywords,TRUE,
Scopus,conferencePaper,2017,Dual task based cognitive stress induction and its influence on path integration,VRST - Virtual Reality Software and Technology,A,"Current stress induction methods are often too theoretical and do not reflect to real life scenarios. In this study, we used a dual task paradigm in virtual reality, combining a navigation task with a reaction task. With this setup, we aimed at creating a novel benchmark stress induction approach utilizing modern virtual reality technology. Results show that our paradigm induced small scale physiological and subjective state changes. Lastly, we discuss our paradigm and experimental results from the perspective of ecological validity and present suggestions for improving our stress induction methodology as well as potential areas of use.",cognitive stress; ecological validity; navigation; virtual reality,Abstract_Keywords,TRUE,
Scopus,conferencePaper,2017,A comparative study of 2D and 3D mobile keypad user interaction preferences in virtual reality graphic user interfaces,VRST - Virtual Reality Software and Technology,A,"Graphical User Interfaces (GUI) on mobiles involves user interaction of touch input on a 2D surface. With advances in Augmented/Virtual Reality, possibilities of 3D GUIs will emerge. However, 3D GUIs do not have many design heuristics. This paper reports an experiment by collating quantitative and qualitative responses from 15 users, to explore usability problems that are likely to be encountered when a 2D interface element such as number keypad is replaced with a 3D element interface in Virtual reality. Would an interface with 3D elements perform better than the existing 2D GUIs is a moot research question? The results indicate user motivation towards using the interface inspired from 3D elements. The paper discusses issues of interaction in 2D and 3D virtual spaces with their possible implications for upcoming 3D VR environments.",3D GUI; mobile keypad; user study; virtual reality,Title_Abstract_Keywords,TRUE,
Scopus,conferencePaper,2017,A virtual reality based internet-of-things (IoT) framework for micro devices assembly,VRST - Virtual Reality Software and Technology,A,"The emergencelof Virtual Reality (VR) based technologies holds the potential to facilitate global collaboration in various fields of engineering. Micro Devices Assembly (MDA) is an emerging domain involving the assembly of micron sized objects and devices. In this paper, the focus of the discussion is the design of a VR based Internet-of-Things (IoT) based framework to support collaborative assembly of micro devices using both cyber and physical resources.At the center of this IoT framework is a Virtual Reality (VR) based simulation environment which serves as the link between cyber resources (which can support design analysis and planning) and physical manufacturing resources (which can accomplish the targeted assembly of micron sized products and parts). The feasibility analysis of proposed assembly plans is supported by stand-alone as well as networked based environments which enable proposing, comparing and modifying assembly sequences and plans. Several algorithms are available to generate near optimal assembly plans; these include Genetic Algorithm and Insertion Algorithm based approaches, which focus on determining near optimal assembly sequences based on target part destinations and part feeder positions. The benefits of such an integrated VR based cyber physical approach is to enable collaborative manufacturing frameworks to be more agile and respond to changing customer designs and requirements. Multiple partner organizations can potentially work together as Virtual Enterprises (VEs) sharing both their cyber and physical resources to accomplish the manufacturing of target designs [Cecil et al. 2017a].",assembly planning; collaborative manufacturing; internet-of-things; virtual reality based simulation,Title_Abstract_Keywords,TRUE,
Scopus,conferencePaper,2017,Acoustical manipulation for redirected walking,VRST - Virtual Reality Software and Technology,A,"Redirected Walking (RDW) manipulates a scene that is displayed to VR users so that they unknowingly compensate for scene motion and can thus explore a large virtual world on a limited space. So far, mostly visual manipulation techniques have been studied.This paper shows that users can also be manipulated by means of acoustical signals. In an experiment with a dynamically moving audio source we see deviations of up to 30% from a 20 m long straight-line walk for male participants and of up to 25% for females. Static audio has about two thirds of this impact.",motion perception; redirected walking; spatial audio; virtual locomotion; virtual reality,Keywords,TRUE,
Scopus,conferencePaper,2017,Analysis of the user experience in a 3D gesture-based supported mobile VR game,VRST - Virtual Reality Software and Technology,A,"The work presented in this paper, explored the enhancement of User Experience (UX) by introducing a novel gesture-based controller in a mobile multiplayer Virtual Reality (VR) game. Using only the smartphone's RGB camera, the image input was used for both gesture analysis, capable of understanding user actions, as well as segmenting the real hand that was illustrated in the Virtual Environment (VE). Users were also able to share the VR space by cooperating in a survival-strategy scenario. The results from the user studies indicated that both the bare hand controller and the addition of another player in the VR scene, affected the experience for the participants. Users had a stronger feeling of presence in the VE when participated with an other user, and the visual representation of their hand in the VR world made the interactions seem more natural. Even though, there is still a number of limitations, this project nodes this approach capable of offering a natural and engaging solution of VR interaction, capable of rich UX while maintaining a low entry level for the end users.",bare-hand interaction; hand gestures; HCI; multiplayer VR; usability analysis; VR gaming,Abstract,TRUE,
Scopus,conferencePaper,2017,Augmented invaders: a mixed reality multiplayer outdoor game,VRST - Virtual Reality Software and Technology,A,"Many virtual and mixed reality games focus on single player experiences. In this paper, we describe the concept and prototype implementation of a mixed reality multiplayer game that can be played with a smartphone and an HMD in outdoor environments. Players can team up to fight against attacking alien drones. The relative positions between the players are tracked using GPS, and the rear camera of the smartphone is used to augment the environment and teammates with virtual objects. The combination of multiplayer, mixed reality, the use of geographical location and outdoor action together with affordable, mobile equipment enables a novel strategic and social game experience.",AR; augmented reality; games; GPS; mixed reality; multiplayer,Title_Abstract_Keywords,TRUE,
Scopus,conferencePaper,2017,Augmented reality system with collision response simulation using measured coefficient of restitution of real objects,VRST - Virtual Reality Software and Technology,A,"In this paper, we present an Augmented Reality (AR) system for video see-through Head Mounted Displays (HMD) which implements natural physical interaction between augmented virtual balls (which represent real balls) and real world objects. We measure the coefficient of restitution (COR) between real balls and real objects in the environment and use the corresponding COR when the virtual ball collides with a real world object. Experiment result show that subjects prefer the physical behavior of augmented balls using our method over the physical behavior using fixed COR.",augmented reality; coefficient of restitution; collision response simulation,Title_Abstract_Keywords,TRUE,
Scopus,conferencePaper,2017,Building a hybrid virtual agent for testing user empathy and arousal in response to avatar (micro-)expressions,VRST - Virtual Reality Software and Technology,A,"This poster paper describes a hybrid (i.e., film and CG) method for capturing and implementing facial expressions for/in VR. A video camera was used to capture an actor's performance. The actor's eyes and mouth were isolated, and footage was processed as movie textures to overlay a static 3D model of a head. Micro-expressions (subtle, rapid movements of muscles in and around the eyes and mouth in particular) are thus captured in a fine-grained, yet low- cost and low-tech alternative to established techniques. A future experiment will compare the emotive efficacy of the hybrid virtual agent with that of a conventional (fully CG) rigged avatar head in a 6DoF scenario that transitions from sympathetic (gauging empathy by self-report) to confrontational (gauging physiological arousal by heart-rate or GSR). The experiment's prospective design is discussed, as well as its significance for the study of the crucial intersection of social plausibility and perceptual realism in VR.",avatar capture; social plausibility; social presence; virtual reality,Keywords,TRUE,
Scopus,conferencePaper,2017,Capturing aboriginal heritage in virtual reality,VRST - Virtual Reality Software and Technology,A,"The culture of Aboriginal Australians is unique and diverse, but, unfortunately, it is under threat of extinction. This is the culture that does not rely on written records, as knowledge is predominantly being shared in the form of oral tales and demonstrations. There are also many sensitivities associated with sharing knowledge with outsiders and with viewing pictures or videos of deceased people. To address these limitations we show how the combination of Virtual Reality, Motion Capture and Artificial Intelligence can help with providing interactive facilities for Aboriginal People that allow for preserving their cultural heritage and sharing it with others.",social simulations; virtual agents; virtual heritage,Title_Abstract,TRUE,
Scopus,conferencePaper,2017,Color consistency of specular highlights in consumer cameras,VRST - Virtual Reality Software and Technology,A,"The latest advancements in Augmented Reality (AR) and Diminished Reality (DR) have allowed the development of many consumer-oriented applications (such as sales and driving aid, or education). To increase the realism in rendering, estimating the illumination in the scene is a key element. A lot of works tackle this problem but rarely discuss the color of the reconstructed illumination. The Dichromatic Model indicates that the specular component is not affected in color by the texture underneath and holds the light source's color. Though theoretically sound, in practice consumer cameras are subject to nonlinear behaviors which change RGB ratios and create inconsistencies when estimating the illumination. In this paper, we study the conditioning and limits of inverting local illumination models while relying on the Dichromatic Model. We show that the reconstructed specular component has an inconsistent color because it changes depending on the surface's colors.",augmented reality; color consistency; dichromatic model; local illumination; reflectance; saturation; specular highlight,Abstract_Keywords,TRUE,
Scopus,conferencePaper,2017,Diegetic cues for guiding the viewer in cinematic virtual reality,VRST - Virtual Reality Software and Technology,A,"Cinematic Virtual Reality has been increasing in popularity in the last years. Watching 360° movies with a Head Mounted Display, the viewer can freely choose the direction of view, and thus the visible section of the movie. We explored three cinematic methods of guiding the viewers' attention: lights, sounds, and movements. For that, we developed a measurement technique to obtain heat maps of viewing directions and applied statistical analysis methods for spatial data. The results of our work show that the attention of the viewer can be directed by sound and movements. New sound induces the viewer to search for the source of the sound, not all participants paid attention to the direction of the sound. In our experiments, lights without movements did not draw more attention than other objects. However, a moving light cone changed the viewing direction considerably.",cinematic virtual reality; directing gaze; guiding attention; spatial sound,Title_Abstract_Keywords,TRUE,
Scopus,conferencePaper,2017,Direct retinal signals for virtual environments,VRST - Virtual Reality Software and Technology,A,"We present a novel signaling method for head-mounted displays, which surpasses eye (pupil) and delivers guiding light signals directly to retina through tissue near the eyes. This method preserves full visual acuity on the display and does not block view to the scene, while also delivering additional visual signals.",360° video; 3D interaction; HMD; virtual reality; VR viewers,Keywords,TRUE,
Scopus,conferencePaper,2017,Do you feel what you see? Multimodal perception in virtual reality,VRST - Virtual Reality Software and Technology,A,"This paper discusses how different physically existing materials can be mapped on virtual textures in mixed reality environments by carrying out an explorative user study (n=101). For physical materials-in form of 3d trackable and moveable cubes-acrylic, wood and aluminum have been used. The virtual textures convey the impression of ceramic, fabric, glass, leather, paper, wood, acrylic, quartz, granite and aluminum. The study reveals which virtual textures match well with the different virtual textures and which do not match at all.",haptics; mixed reality; perception; virtual reality,Title_Abstract_Keywords,TRUE,
Scopus,conferencePaper,2017,"""Drop the beat"": virtual reality based mindfulness and cognitive behavioral therapy for panic disorder — a pilot study",VRST - Virtual Reality Software and Technology,A,"In this paper, we present a virtual reality based content/system called the ""Drop the beat"" designed to help the mindfulness and train one to overcome panic disorder. The two main elements of the proposed system are the (1) use of 360-degree video for presenting the panic inducing situation and, (2) facilitation of the mindfulness through a compelling scenario and immersive experience with multimodal feedback. In particular, we hypothesized that the direct observance and tangibly feeling for the beating heart in one's hand would help the user train to rationalize and overcome the situation (and e.g. effectively bring down one's heart rate back to a normal level). We conducted a small pilot study, administering the proposed VR content to five panic disorder patients and report the interim results.",cognitive behavioral therapy; mindfulness; multimodal feedback; panic disorder; psychotherapy; virtual reality,Title_Abstract_Keywords,TRUE,
Scopus,conferencePaper,2017,Emotionally mediated spatial experience with AR,VRST - Virtual Reality Software and Technology,A,"This paper speculates and explores how emotional awareness and communication can be enhanced with the mediation of spatial experience. Based on two exploratory user studies, we designed and prototyped a conceptual system that mediates the spatial attributes of the surroundings according to user's choices and their emotional state. We then conducted user studies with the prototype. We contribute to existing literature by sharing our insights into potential use cases and implications of an emotionally responsive space.",affective computing; augmented reality; emotionscape; mediated reality; prototyping,Keywords,TRUE,
Scopus,conferencePaper,2017,Enjoyable carving with ChiselDevice in mixed reality space,VRST - Virtual Reality Software and Technology,A,"In this paper, we propose a system that can carve virtual objects in Mixed Reality (MR) space. The procedures of real-world carving include sculpting a rough outline, shaping sections, and carving patterns onto an object's surface. Of these, we focus on the procedure for carving patterns. Users of our system stroke a real object directly using ChiselDevice, and the surfaces of 3D virtual objects superimposed on the real object are ""carved."" This paper describes the design and development of the ChiselDevice and the MR carving system and the findings of users' experiences of our system.",carving system; mixed reality; tooldevice,Title_Abstract_Keywords,TRUE,
Scopus,conferencePaper,2017,EyeExpression: exploring the use of eye expressions as hands-free input for virtual and augmented reality devices,VRST - Virtual Reality Software and Technology,A,"Current virtual reality (VR) and augmented reality (AR) devices rely on handheld devices, hand gestures, head tracking, and voice input. This paper presents an initial exploration of using eye expressions as hands-free input modality for head-mounted AR/VR devices (HMDs). We consulted interaction designers and ophthalmologists and enumerated 12 eye expressions, and conducted a 12-person user study to better understand users' ability to perform them as well as preferences.",eye expression; eye muscle movement; head-mounted display,Title_Abstract,TRUE,
Scopus,conferencePaper,2017,GalVR: a novel collaboration interface using GVS,VRST - Virtual Reality Software and Technology,A,"GalVR is a navigation interface that uses galvanic vestibular stimulation (GVS) during walking to cause users to turn from their planned trajectory. We explore GalVR for collaborative navigation in a two-player virtual reality (VR) game. The interface affords a novel game design that exploits the differences in first and third person perspectives, allowing VR and non-VR users to share a play experience. By introducing interdependence arising from dissimilar points of view, players can uniquely contribute to the shared experience based on their roles. We detail the design of our asymmetrical game, Dark Room and present some insights from a pilot study. Trust emerged as the defining factor for successful play.",collaboration; galvanic vestibular stimulation; virtual reality,Abstract_Keywords,TRUE,
Scopus,conferencePaper,2017,Hand-free natural user interface for VR HMD with IR based facial gesture tracking sensor,VRST - Virtual Reality Software and Technology,A,We proposed a hand-free Natural User Interface (NUI) for VR Head-Mounted-Display (HMD) with infra-red (IR) based sensor tracking facial gestures. We have realized NUI based on the real-time recognition of user intuitions for VR HMD without any additional control devices except for a built-in Gyroscope and IR couplers with readout circuitry integrated in the foam interface of an HMD. We implemented seven control commands affordable for 3D interactions with virtual objects. The experimental data show that the proposed system provides a convenient and efficient 2D/3D user interface for both manipulating objects and controlling commands while wearing a VR HMD.,facial gesture recognition; head-mounted-display; natural user interface; virtual reality; wearable sensors,Keywords,TRUE,
Scopus,conferencePaper,2017,Immercity: communicating about virtual and augmented realities,VRST - Virtual Reality Software and Technology,A,"Augmented and Mixed Reality technologies bring often definitions understanding issues for novice users. In this paper, we introduce our work in progress, Immercity, regarding the development of a content curation application which manage the idea of communicating on these technologies by their use.",augmented reality; content curation; virtual reality,Abstract_Keywords,TRUE,
Scopus,conferencePaper,2017,Integrating performer into a real-time augmented reality performance spatially by using a multi-sensory prop,VRST - Virtual Reality Software and Technology,A,"The authors developed a system for augmenting live performances where the performer can drive the rendered background image via an infrared LED transmitter prop. A multi-sensory prop was designed to aid the position tracking of performer on large scale stage. An infrared LED and a wireless circuit were integrated into the prop, it could be captured by an infrared camera and host computer. It could also trigger the interaction between performer and virtual objects or visual effects, then the virtual objects or special effects will be matched with the position of real performer and displayed on the background large screen to make a real-time augmented live performance.",augmented reality; circuit; infrared LED; multi-modal interfaces; multi-sensory; performance; wireless,Title_Keywords,TRUE,
Scopus,conferencePaper,2017,Multi-device mixed reality TV: a collaborative experience with joint use of a tablet and a headset,VRST - Virtual Reality Software and Technology,A,"A multi-user experience extending a standard TV content with AR elements is presented. It runs with both a standard tablet and a premium MR headset, the Microsoft HoloLens. A virtual TV mosaic is displayed around the TV screen and used as a GUI to control both TV and MR content. This paper focuses on the collaborative and personalized dimension offered by the experience. Unlike most AR applications, it can be simultaneously run by several users using different devices. The users can share content with others while keeping a personalized display. The added-value of such an extended TV experience has been demonstrated through complementary types of content, and user feedback confirms a real interest in this new kind of home entertainment, at the same time immersive, interactive, collaborative and personalized.",extended TV; GUI; mixed reality; multi-device; multi-user,Title_Keywords,TRUE,
Scopus,conferencePaper,2017,PeriText+: utilizing peripheral vision for reading text on augmented reality smart glasses,VRST - Virtual Reality Software and Technology,A,"Augmented Reality (AR) provides real-time information by super-imposing virtual information onto users' view of the real world. Our work is the first to explore how peripheral vision, instead of central vision, can be used to read text on AR and smart glasses. We present PeriText+, a multiword reading interface using rapid serial visual presentation (RSVP). This enables users to observe the real world using central vision, while using peripheral vision to read text. We conducted a lab study to compare reading efficiency among 40 different conditions of text transformation. We also conducted a field study to evaluate the information transfer while using PeriText+ in a real-world walking scenario.",augmented reality; peripheral vision; reading interface; text transformation,Title_Abstract_Keywords,TRUE,
Scopus,conferencePaper,2017,ProjectDR: augmented reality system for displaying medical images directly onto a patient,VRST - Virtual Reality Software and Technology,A,"The internal anatomy of a patient can be difficult for clinicians and other patients to visualize and analyzed in context. The ability to project medical images (CT and MRI scans) directly onto a patient's body helps those viewing these images to recover missing anatomical context for more accurate interpretation. This paper proposes such a system. Various types of images can be displayed using volume rendering techniques for realistic visualization of the internal anatomy and 3D models from segmented images. Calibration is performed on multiple systems to obtain an accurate common coordinate system, as well as correcting visual distortions from the cameras and the projector. This projected AR system provides a common perspective that is not tied to an individual point-of-view which can be used by others such as a surgical team. The system is easily extendable to other display technology and has many potential applications including education, surgical planning, laparoscopic surgery, and entertainment.",3D tracking; medical display; projected augmented reality,Title_Keywords,TRUE,
Scopus,conferencePaper,2017,Real-time wall outline extraction for redirected walking,VRST - Virtual Reality Software and Technology,A,"Existing redirected walking applications use accurate tracking systems to determine the position and orientation of the user within a designated tracking space. In order to plan redirection and to ensure the user's safety, it is necessary to define the walking area in advance. However, when using ad hoc redirected walking, this is not possible, because the user's surroundings are not known beforehand.This paper introduces an approach to reconstruct the geometry of the available walking area as an outline representing the walls and similar structures. The outline is generated in real-time using a commercial SLAM tracking device and will be used for a wall warner safety mechanism and a redirection planner.",area tracking; redirected walking; virtual reality,Keywords,TRUE,
Scopus,conferencePaper,2017,ScatAR: a mobile augmented reality application that uses scattering delay networks for room acoustic synthesis,VRST - Virtual Reality Software and Technology,A,"We present an augmented reality (AR) audio application where scattering delay networks efficiently generate and organize a reverberator, based on room geometry scanned by an AR device. The application allows for real-time processing and updating of reflection path geometry. It provides a proof-of-concept for plausible audio-spatial registration of a virtual object in a real environment, but further tests are needed in perceptual evaluation.",audio; augmented reality; real-time physics-based modeling; real-time rendering,Title_Abstract_Keywords,TRUE,
Scopus,conferencePaper,2017,Searching and exploring software repositories in virtual reality,VRST - Virtual Reality Software and Technology,A,"In this paper, we propose a new approach to visualization of software repositories that allow users to search and explore software projects in virtual reality. In provided environment, respective information structures are mapped to interactive 3D objects. We assume that such transformation of information space to its visible representation will enable the users to gain problem domain knowledge subliminally during the explorations, and that the acquired knowledge will help them to fulfill future tasks more effectively.",feature location; search results visualization; software repositories; software visualization; virtual reality,Title_Abstract_Keywords,TRUE,
Scopus,conferencePaper,2017,The impact of avatar-owner visual similarity on body ownership in immersive virtual reality,VRST - Virtual Reality Software and Technology,A,"In this paper we report on an investigation of the effects of a self-avatar's visual similarity to a user's actual appearance, on their perceptions of the avatar in an immersive virtual reality (IVR) experience. We conducted a user study to examine the participant's sense of body ownership, presence and visual realism under three levels of avatar-owner visual similarity: (L1) an avatar reconstructed from real imagery of the participant's appearance, (L2) a cartoon-like virtual avatar created by a 3D artist for each participant, where the avatar shoes and clothing mimic that of the participant, but using a low-fidelity model, and (L3) a cartoon-like virtual avatar with a pre-defined appearance for the shoes and clothing. Surprisingly, the results indicate that the participants generally exhibited the highest sense of body ownership and presence when inhabiting the cartoon-like virtual avatar mimicking the outft of the participant (L2), despite the relatively low participant similarity. We present our experiment and main findings, also, discuss the potential impact of a self-avatar's visual differences on human perceptions in IVR.",body ownership; HMD; presence; self-avatar; virtual reality,Title_Abstract_Keywords,TRUE,
Scopus,conferencePaper,2017,Towards multimodal interactions: robot jogging in mixed reality,VRST - Virtual Reality Software and Technology,A,"The recent progress made in the field of Augmented Reality/Mixed Reality (AR/MR) has opened new possibilities and approaches to research areas that can benefit from 3D visualization of digital content in the real world. In fact, human-robot interaction design and the design of user interfaces have very much to gain from MR technologies. Nonetheless, designing the user-robot interaction and processing multimodal feedbacks are very challenging tasks. In this paper we focus in particular on interactions in mixed reality.The main contribution of this paper is the implementation of a control system for an industrial manipulator through the user's interactions with MR content displayed with the Microsoft HoloLens. The system is based on the communication between Unity3D (used to design the user experience) and ROS, therefore extendible to any ROS-compatible robotic hardware.",mixed reality; multimodal interactions; robotics; ROS; unity3D,Title_Abstract_Keywords,TRUE,
Scopus,conferencePaper,2017,Using virtual reality for scaffolding computer programming learning,VRST - Virtual Reality Software and Technology,A,"Learning how to analyze computational problems, to think critically, and to transfer algorithmic logic into language-specific code is central to computer programming. A critical step towards acquiring these skills is analyzing and debugging existing code usually starting with the famous ""Hello World"" program.Even after learning basic structure and syntax of a computer language, new learners struggle to understand algorithmic process, to mentally visualize effects of algorithms on data, and to remain engaged while learning it. We explore the use of virtual reality that teaches introductory concepts of computer programming to students in a 3D interactive space, while scaffolding their progression.",computer programming; interactive learning environments; technology-enhanced learning; virtual reality in education,Title_Abstract_Keywords,TRUE,
Scopus,conferencePaper,2017,VR wildfire prevention: teaching campfire safety in a gamified immersive environment,VRST - Virtual Reality Software and Technology,A,"Due to an increase in the prevalence and intensity of wildfires worldwide [Liu et al. 2010], it is becoming more important to understand campfire safety in order to prevent human-caused wildfires. In the United States, the most common fire safety advice comes in the form of commercials and posters as a part of the Smokey the Bear campaign [Smo 2017]. Presenting this information through a virtual reality game provides a controlled and engaging environment to practice and learn how to safely control a campfire. This immersive experience guides the user through every step of creating and extinguishing a campfire based on information from the Smokey the Bear campaign. VR Wildfire Prevention aims to engage and educate people in campfire safety by providing a controlled environment to practice the relevant techniques while incentivizing proper behavior through gamification. Players of the game report that the game is an enjoyable experience.",immersion; safety training; serious game; virtual reality,Abstract_Keywords,TRUE,
Scopus,conferencePaper,2017,Cubely: virtual reality block-based programming environment,VRST - Virtual Reality Software and Technology,A,"Block-based programming languages are successfully being used as an alternative way of teaching introductory programming concepts. The success is in part due to the low barrier of entry and the visual game-like appeal fostering experimentation and creativity. Virtual reality (VR) presents a step further to an even more immersive and engaging experience. In this demo, we showcase our project Cubely, an immersive VR programming environment in which novice programmers solve programming puzzles within a virtual world. The puzzles are similar to Code.org exercises and solutions to the exercises are assembled by the programmer within the same virtual world using the cubes representing program instructions. The whole environment is templated to a theme of the popular Minecraft video game.",virtual learning environment; virtual reality; visual programming,Title_Abstract_Keywords,TRUE,
Scopus,conferencePaper,2017,LabDesignAR: configuring multi-camera motion capture systems in augmented reality,VRST - Virtual Reality Software and Technology,A,"We present LabDesignAR, an augmented reality application to support the planning, setup, and reconfiguration of marker-based motion capture systems with multiple cameras. LabDesignAR runs on the Microsoft HoloLens and allows the user to place an arbitrary number of virtual ""holographic"" motion capture cameras into an arbitrary space, in situ. The holographic cameras can be arbitrarily positioned, and different lens configurations can be selected to visualize the resulting fields of view and their intersections. Lab-DesignAR also demonstrates a hybrid natural gestural interaction technique, implemented through a fusion of the vision-based hand tracking capabilities of an augmented reality headset and instrumented gesture recognition with an electromyography armband. The source code for LabDesignAR and its supporting components can be found online.",augmented reality; gestural interaction; hololens; LabDesignAR; motion capture; natural interaction,Title_Abstract_Keywords,TRUE,
Scopus,conferencePaper,2017,Solving Poisson's equation on the Microsoft HoloLens,VRST - Virtual Reality Software and Technology,A,We present a mixed reality application (HoloFEM) for the Microsoft HoloLens. The application lets a user define and solve a physical problem governed by Poisson's equation with the surrounding real world geometry as input data. Holograms are used to visualise both the problem and the solution. The finite element method is used to solve Poisson's equation. Solving and visualising partial differential equations in mixed reality could have potential usage in areas such as building planning and safety engineering.,FEniCS; finite element method; HoloLens; Poisson's equation,Abstract,TRUE,
Scopus,conferencePaper,2017,The smart pin: a novel object manipulation technique for immersive virtual environments,VRST - Virtual Reality Software and Technology,A,"In this paper we describe a demo setup showing the potential usefulness of a novel single-handed manipulation technique, designed to be used with immersive Virtual Environments. The technique allows manipulation control over objects in the scene through the use of a single 3D widget, allowing easy and separated control of translation, rotation and scaling actions. The goal is to provide an intuitive, easy-to-use and accurate way to perform simple manipulation tasks using only one hand. User tests demonstrated that the widget is intuitive and effective.",3D widgets; mid air manipulation; user evaluation; virtual reality,Keywords,TRUE,
Scopus,conferencePaper,2017,Walkable self-overlapping virtual reality maze and map visualization demo: public virtual reality setup for asymmetric collaboration,VRST - Virtual Reality Software and Technology,A,This paper describes our demonstration of a walkable self-overlapping maze and its corresponding map to facilitate asymmetric collaboration for room-scale virtual reality setups in public places.,asymmetric collaboration; computer graphics; demo; public spaces; room-scale virtual reality; self-overlapping maze; virtual reality; visualization,Title_Abstract_Keywords,TRUE,
Scopus,conferencePaper,2018,Sublime: a hands-free virtual reality menu navigation system using a high-frequency SSVEP-based brain-computer interface,VRST - Virtual Reality Software and Technology,A,"In this work we present Sublime, a new concept of Steady-State Visually Evoked Potential (SSVEP) based Brain-Computer Interface (BCI) where brain-computer communication occurs by capturing imperceptible visual stimuli integrated in the virtual scene and effortlessly conveying subliminal information to a computer. The technology was tested in a Virtual Reality (VR) environment, where the subject could navigate between the different menus by just gazing at them. The ratio between the stimuli frequencies and the refresh rate of the VR display creates an undesired perception of beats for which different solutions are proposed. To inform the user of target activation, real-time feedback in the form of loading bars is incorporated under each selectable object. We conducted experiments with several subjects and though the system is slower than a conventional joystick, users reported a satisfactory overall experience, in part due to the unexpected responsiveness of the system, as well as due to the fact that virtual objects flickered at a rate that did not cause annoyance. Since the imperceptible visual stimuli can be integrated unobtrusively to any element of the virtual world, we conclude that the potential applications of Sublime are extensive, especially in situations where knowing user's visual focus can be relevant.",brain-computer interface; electroencephalography; steady-state visually evoked potentials; virtual reality,Title_Abstract_Keywords,TRUE,
Scopus,conferencePaper,2018,Standards-compliant HTTP adaptive streaming of static light fields,VRST - Virtual Reality Software and Technology,A,"Static light fields are an effective technology to precisely visualize complex inanimate objects or scenes, synthetic and real-world alike, in Augmented, Mixed and Virtual Reality contexts. Such light fields are commonly sampled as a collection of 2D images. This sampling methodology inevitably gives rise to large data volumes, which in turn hampers real-time light field streaming over best effort networks, particularly the Internet. This paper advocates the packaging of the source images of a static light field as a segmented video sequence so that the light field can then be interactively network streamed in a quality-variant fashion using MPEG-DASH, the standardized HTTP Adaptive Streaming scheme adopted by leading video streaming services like YouTube and Netflix. We explain how we appropriate MPEG-DASH for the purpose of adaptive static light field streaming and present experimental results that prove the feasibility of our approach, not only from a networking but also a rendering perspective. In particular, real-time rendering performance is achieved by leveraging video decoding hardware included in contemporary consumer-grade GPUs. Important trade-offs are investigated and reported on that impact performance, both network-wise (e.g., applied sequencing order and segmentation scheme for the source images of the static light field) and rendering-wise (e.g., disk-versus-GPU caching of source images). By adopting a standardized transmission scheme and by exclusively relying on commodity graphics hardware, the net result of our work is an interoperable and broadly deployable network streaming solution for static light fields.",experimental evaluation; H.264; HTTP adaptive streaming; IBR; JPEG; MPEG-DASH; static light fields; video compression,Abstract,TRUE,
Scopus,conferencePaper,2018,Design and implementation of a multi-person fish-tank virtual reality display,VRST - Virtual Reality Software and Technology,A,"A mixed reality experience with a physical display, that situates 3D virtual content within the real world, has the potential to help people work and play with 3D information. However, almost all of such ""fish tank virtual reality"" (FTVR) systems have been isolated to a single-person experience, making them unsuitable for collaborative tasks. In this paper, we present a display system that allows two people to have unobstructed 3D perspective views into a spherical display while still being able to see and talk to one another. We evaluated the system through qualitative observation at a four-day exhibition and found it was effective for providing a convincing, shared 3D experience.",3D displays; co-location; collaboration; fish tank virtual reality; spherical displays; stereo,Title_Abstract_Keywords,TRUE,
